"","COUNTRY","NAME_1","NAME_2","MAIZ_curr_usd_l_ph_h_hp","SORG_curr_usd_l_ph_h_hp","BEAN_curr_usd_l_ph_h_hp","CHIC_curr_usd_l_ph_h_hp","LENT_curr_usd_l_ph_h_hp","WHEA_curr_usd_l_ph_h_hp","BARL_curr_usd_l_ph_h_hp","ACOF_curr_usd_l_ph_h_hp","RCOF_curr_usd_l_ph_h_hp","PMIL_curr_usd_l_ph_h_hp","SMIL_curr_usd_l_ph_h_hp","POTA_curr_usd_l_ph_h_hp","SWPO_curr_usd_l_ph_h_hp","CASS_curr_usd_l_ph_h_hp","COWP_curr_usd_l_ph_h_hp","PIGE_curr_usd_l_ph_h_hp","SOYB_curr_usd_l_ph_h_hp","GROU_curr_usd_l_ph_h_hp","SUGC_curr_usd_l_ph_h_hp","COTT_curr_usd_l_ph_h_hp","COCO_curr_usd_l_ph_h_hp","TEAS_curr_usd_l_ph_h_hp","TOBA_curr_usd_l_ph_h_hp","MAIZ_curr_usd_l_ph_l_hp","SORG_curr_usd_l_ph_l_hp","BEAN_curr_usd_l_ph_l_hp","CHIC_curr_usd_l_ph_l_hp","LENT_curr_usd_l_ph_l_hp","WHEA_curr_usd_l_ph_l_hp","BARL_curr_usd_l_ph_l_hp","ACOF_curr_usd_l_ph_l_hp","RCOF_curr_usd_l_ph_l_hp","PMIL_curr_usd_l_ph_l_hp","SMIL_curr_usd_l_ph_l_hp","POTA_curr_usd_l_ph_l_hp","SWPO_curr_usd_l_ph_l_hp","CASS_curr_usd_l_ph_l_hp","COWP_curr_usd_l_ph_l_hp","PIGE_curr_usd_l_ph_l_hp","SOYB_curr_usd_l_ph_l_hp","GROU_curr_usd_l_ph_l_hp","SUGC_curr_usd_l_ph_l_hp","COTT_curr_usd_l_ph_l_hp","COCO_curr_usd_l_ph_l_hp","TEAS_curr_usd_l_ph_l_hp","TOBA_curr_usd_l_ph_l_hp","MAIZ_curr_usd_h_ph_h_hp","SORG_curr_usd_h_ph_h_hp","BEAN_curr_usd_h_ph_h_hp","CHIC_curr_usd_h_ph_h_hp","LENT_curr_usd_h_ph_h_hp","WHEA_curr_usd_h_ph_h_hp","BARL_curr_usd_h_ph_h_hp","ACOF_curr_usd_h_ph_h_hp","RCOF_curr_usd_h_ph_h_hp","PMIL_curr_usd_h_ph_h_hp","SMIL_curr_usd_h_ph_h_hp","POTA_curr_usd_h_ph_h_hp","SWPO_curr_usd_h_ph_h_hp","CASS_curr_usd_h_ph_h_hp","COWP_curr_usd_h_ph_h_hp","PIGE_curr_usd_h_ph_h_hp","SOYB_curr_usd_h_ph_h_hp","GROU_curr_usd_h_ph_h_hp","SUGC_curr_usd_h_ph_h_hp","COTT_curr_usd_h_ph_h_hp","COCO_curr_usd_h_ph_h_hp","TEAS_curr_usd_h_ph_h_hp","TOBA_curr_usd_h_ph_h_hp","MAIZ_curr_usd_h_ph_l_hp","SORG_curr_usd_h_ph_l_hp","BEAN_curr_usd_h_ph_l_hp","CHIC_curr_usd_h_ph_l_hp","LENT_curr_usd_h_ph_l_hp","WHEA_curr_usd_h_ph_l_hp","BARL_curr_usd_h_ph_l_hp","ACOF_curr_usd_h_ph_l_hp","RCOF_curr_usd_h_ph_l_hp","PMIL_curr_usd_h_ph_l_hp","SMIL_curr_usd_h_ph_l_hp","POTA_curr_usd_h_ph_l_hp","SWPO_curr_usd_h_ph_l_hp","CASS_curr_usd_h_ph_l_hp","COWP_curr_usd_h_ph_l_hp","PIGE_curr_usd_h_ph_l_hp","SOYB_curr_usd_h_ph_l_hp","GROU_curr_usd_h_ph_l_hp","SUGC_curr_usd_h_ph_l_hp","COTT_curr_usd_h_ph_l_hp","COCO_curr_usd_h_ph_l_hp","TEAS_curr_usd_h_ph_l_hp","TOBA_curr_usd_h_ph_l_hp","total","MAIZ_curr_usd","SORG_curr_usd","BEAN_curr_usd","CHIC_curr_usd","LENT_curr_usd","WHEA_curr_usd","BARL_curr_usd","ACOF_curr_usd","RCOF_curr_usd","PMIL_curr_usd","SMIL_curr_usd","POTA_curr_usd","SWPO_curr_usd","CASS_curr_usd","COWP_curr_usd","PIGE_curr_usd","SOYB_curr_usd","GROU_curr_usd","SUGC_curr_usd","COTT_curr_usd","COCO_curr_usd","TEAS_curr_usd","TOBA_curr_usd","l_ph_h_hp","l_ph_l_hp","h_ph_h_hp","h_ph_l_hp","high_hp","high_hp_perc"
"62","Kenya","Kakamega","Ikolomani",2481015.76145894,153705.224954474,1285564.40386145,0,0,0,0,0,0,30440.1357273057,0,143965.424834538,1426079.8825436,632677.609536022,21445.4923241734,0,5713.71297985137,43059.4855863597,2358774.01877356,0,0,31930.5653955803,17494.5988724816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200907.53466869,73007.7068959548,592565.363293783,0,0,0,0,0,0,9987.65240580897,0,0,587435.808580293,246821.530035214,9377.26555099637,0,1642.31803585016,18589.8833628542,1313028.0234723,0,0,0,15973.3299936457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12701202.7,3681923.29612763,226712.931850429,1878129.76715523,0,0,0,0,0,0,40427.7881331147,0,143965.424834538,2013515.69112389,879499.139571236,30822.7578751698,0,7356.03101570152,61649.3689492139,3671802.04224586,0,0,31930.5653955803,33467.9288661273,8631866.31684833,0,4069336.41629539,0,12701202.7,100
"63","Kenya","Kakamega","Khwisero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1396328.82174047,83392.5665063502,727557.243535852,0,0,0,0,0,0,8357.41612439171,0,0,773859.718606237,212067.345950198,11313.5833345534,0,2960.51575529846,23602.7224332284,1141089.15915978,0,0,0,1939.8466035377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4382468.9,1396328.82174047,83392.5665063502,727557.243535852,0,0,0,0,0,0,8357.41612439171,0,0,773859.718606237,212067.345950198,11313.5833345534,0,2960.51575529846,23602.7224332284,1141089.15915978,0,0,0,1939.8466035377,0,0,4382468.9397499,0,4382468.9,100
"64","Kenya","Kakamega","Lugari",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,919152.753848429,68209.8195936876,707051.220954715,0,460.355822558498,0,0,0,0,6206.00112962723,0,778923.268559178,813755.514868002,420688.125699946,13274.4356664427,0,4784.84879314689,6499.12786691634,853032.957438731,0,0,43276.1442813729,61062.6857155067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4696377.3,919152.753848429,68209.8195936876,707051.220954715,0,460.355822558498,0,0,0,0,6206.00112962723,0,778923.268559178,813755.514868002,420688.125699946,13274.4356664427,0,4784.84879314689,6499.12786691634,853032.957438731,0,0,43276.1442813729,61062.6857155067,0,0,4696377.26023826,0,4696377.3,100
"65","Kenya","Kakamega","Lurambi",1206951.47223706,76167.2488689512,686324.327008343,0,0,0,0,0,0,18926.8588041348,0,483387.44937718,857290.067075993,434568.443683278,12829.4045311616,0,4256.32820635876,22540.5676101882,982623.214598289,0,0,0,872.626906197315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4786738,1206951.47223706,76167.2488689512,686324.327008343,0,0,0,0,0,0,18926.8588041348,0,483387.44937718,857290.067075993,434568.443683278,12829.4045311616,0,4256.32820635876,22540.5676101882,982623.214598289,0,0,0,872.626906197315,4786738.00890714,0,0,0,4786738,100
"66","Kenya","Kakamega","Malava",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5196244.4120493,337907.995790666,2971913.01495992,0,741.976220460546,5384.96662401757,0,0,0,77154.4232043205,0,2764229.5847799,3537700.03456959,1865258.48899354,54113.3765032904,0,18417.7765123571,71943.0801883152,4163484.03840848,0,0,616720.417305275,46939.2606414977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21728152.8,5196244.4120493,337907.995790666,2971913.01495992,0,741.976220460546,5384.96662401757,0,0,0,77154.4232043205,0,2764229.5847799,3537700.03456959,1865258.48899354,54113.3765032904,0,18417.7765123571,71943.0801883152,4163484.03840848,0,0,616720.417305275,46939.2606414977,0,0,21728152.8467509,0,21728152.8,100
"67","Kenya","Kakamega","Matungu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4945910.60956145,288651.391968899,1954219.3344011,0,0,0,0,0,0,37114.4186431326,0,416.045991609274,3133303.11956956,710125.718639665,35978.075160908,0,4882.70839471215,53811.1846378602,4445569.08786629,85.2360592506323,0,0,140075.736139344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15750142.7,4945910.60956145,288651.391968899,1954219.3344011,0,0,0,0,0,0,37114.4186431326,0,416.045991609274,3133303.11956956,710125.718639665,35978.075160908,0,4882.70839471215,53811.1846378602,4445569.08786629,85.2360592506323,0,0,140075.736139344,0,0,15750142.6670338,0,15750142.7,100
"68","Kenya","Kakamega","Mumias East",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2625309.68130388,162160.979643165,1230486.87534065,0,0,0,0,0,0,16345.0080846801,0,0,2014924.65839171,342769.997327296,25566.5864839818,0,7312.05321207379,50768.0339326484,2202376.03752774,0,0,0,1590.18771026947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8679610.1,2625309.68130388,162160.979643165,1230486.87534065,0,0,0,0,0,0,16345.0080846801,0,0,2014924.65839171,342769.997327296,25566.5864839818,0,7312.05321207379,50768.0339326484,2202376.03752774,0,0,0,1590.18771026947,0,0,8679610.09895809,0,8679610.1,100
"69","Kenya","Kakamega","Mumias West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200814.982853,89412.5670090382,428361.376400765,0,0,0,0,0,0,2441.88362541993,0,936.103497265575,648750.134684694,178639.098714131,8774.83538752693,0,2219.87224110212,19995.0498173941,954287.955800522,465.904993178917,0,0,2724.29859272656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3537824.1,1200814.982853,89412.5670090382,428361.376400765,0,0,0,0,0,0,2441.88362541993,0,936.103497265575,648750.134684694,178639.098714131,8774.83538752693,0,2219.87224110212,19995.0498173941,954287.955800522,465.904993178917,0,0,2724.29859272656,0,0,3537824.06361677,0,3537824.1,100
"70","Kenya","Kakamega","Navakholo",1394534.70644076,87227.5481598294,716143.047569175,0,0,0,0,0,0,22973.0299259066,0,0,1131538.31726327,510822.421648765,14724.8564894343,0,4924.10915899419,33229.7783963062,1107473.99335277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2628676.37851918,153686.09562646,1147040.56042107,0,0,0,0,0,0,39174.751879093,0,0,1920459.97005127,776903.20105896,24186.4093713356,0,6848.45117487816,49266.7041999817,2200250.33815229,0,0,0,468102.934985812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14438187.6,4023211.08495994,240913.643786289,1863183.60799024,0,0,0,0,0,0,62147.7818049996,0,0,3051998.28731454,1287725.62270772,38911.2658607698,0,11772.5603338723,82496.482596288,3307724.33150506,0,0,0,468102.934985812,5023591.80840521,0,9414595.79544033,0,14438187.6,100
"71","Kenya","Kakamega","Shinyalu",2539024.67525155,153939.409673787,1523539.35773606,0,0,6927.67307160549,0,0,0,39480.1763270683,0,1215159.24683528,1312291.25168577,620670.870946841,24846.7553513596,0,5820.41260872499,35223.3137942974,1805432.82178504,0,0,320434.692175477,4937.791516467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9607728.4,2539024.67525155,153939.409673787,1523539.35773606,0,0,6927.67307160549,0,0,0,39480.1763270683,0,1215159.24683528,1312291.25168577,620670.870946841,24846.7553513596,0,5820.41260872499,35223.3137942974,1805432.82178504,0,0,320434.692175477,4937.791516467,9607728.44875933,0,0,0,9607728.4,100
"72","Kenya","Kericho","Ainamoi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1427980.64412453,49964.402008486,506713.596879557,0,0,5215.88365283418,0,38529.2025128844,0,20708.88028748,0,306645.515294235,114637.207433753,332553.568719802,10861.5475896608,0,150.099693802297,12676.0518699914,1988764.49194379,1799.06187170236,0,879724.470461562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5696924.6,1427980.64412453,49964.402008486,506713.596879557,0,0,5215.88365283418,0,38529.2025128844,0,20708.88028748,0,306645.515294235,114637.207433753,332553.568719802,10861.5475896608,0,150.099693802297,12676.0518699914,1988764.49194379,1799.06187170236,0,879724.470461562,0,0,0,5696924.62434408,0,5696924.6,100
"78","Kenya","Kiambu","Gatundu North",256761.06332317,501.081380349262,362782.843748904,0,0,0,0,91360.8465567173,0,0,0,3180577.66157982,0,0,0,0,0,0,0,0,0,326862.968917018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496212.228303707,871.385384070512,495797.11109308,0,108.223479302063,28384.8499886789,0,195252.265396555,0,0,0,12443552.202757,382473.026734477,2470.69808357086,914.572077617633,0,115.131236266873,0,0,0,0,120725.577984186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18385723.7,752973.291626877,1372.46676441977,858579.954841984,0,108.223479302063,28384.8499886789,0,286613.111953272,0,0,0,15624129.8643368,382473.026734477,2470.69808357086,914.572077617633,0,115.131236266873,0,0,0,0,447588.546901203,0,4218846.46550598,0,14166877.2725185,0,18385723.7,100
"79","Kenya","Kiambu","Gatundu South",212750.91818885,317.61784652882,452205.574898237,0,0,0,0,63091.144791115,0,0,0,5379192.60511754,10798.2338513755,495.961256972798,0,0,0,0,0,0,0,377998.491493161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388935.594114867,608.814779873453,416360.902547732,0,0,0,0,149320.589432506,0,0,0,3223957.54591579,10798.2338513755,970.363923970383,0,0,0,0,0,0,0,230338.549042569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10918141.1,601686.512303717,926.432626402273,868566.47744597,0,0,0,0,212411.734223621,0,0,0,8603150.15103333,21596.4677027509,1466.32518094318,0,0,0,0,0,0,0,608337.04053573,0,6496850.54744378,0,4421290.59360868,0,10918141.1,100
"80","Kenya","Kiambu","Githunguri",568121.677696516,0,399581.752580945,0,0,0,0,122290.253145986,0,0,0,5070193.45926403,89985.2818299293,7882.12274522248,0,0,0,0,0,0,0,336481.411251207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622061.433734988,406.450192342133,415820.574897547,0,21.6446964363611,0,0,169280.855758367,0,0,0,4123517.18083047,52191.4629528159,4703.71360707493,0,0,0,0,0,0,0,182065.589438754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12164604.9,1190183.1114315,406.450192342133,815402.327478492,0,21.6446964363611,0,0,291571.108904354,0,0,0,9193710.6400945,142176.744782745,12585.8363522974,0,0,0,0,0,0,0,518547.000689962,0,6594535.95851384,0,5570068.90610879,0,12164604.9,100
"82","Kenya","Kiambu","Kabete",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2544302.61921584,0,1511922.51003545,0,0,0,0,469774.139274539,0,0,0,17058012.3252499,298751.139997982,25821.9065613596,0,0,0,0,0,0,0,653374.434003739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22561959.1,2544302.61921584,0,1511922.51003545,0,0,0,0,469774.139274539,0,0,0,17058012.3252499,298751.139997982,25821.9065613596,0,0,0,0,0,0,0,653374.434003739,0,0,0,22561959.0743388,0,22561959.1,100
"83","Kenya","Kiambu","Kiambaa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695279.40691504,0,429956.095315319,0,0,0,0,142609.976981231,0,0,0,4821390.55757837,89985.2818299293,7292.66862802362,0,0,0,0,0,0,0,199174.107386325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6385688.1,695279.40691504,0,429956.095315319,0,0,0,0,142609.976981231,0,0,0,4821390.55757837,89985.2818299293,7292.66862802362,0,0,0,0,0,0,0,199174.107386325,0,0,0,6385688.09463424,0,6385688.1,100
"84","Kenya","Kiambu","Kiambu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528906.160476349,0,235428.78323421,0,32.4670432146707,0,0,96934.6677009029,0,0,0,2941453.19432994,64789.4046974501,5621.3040848152,0,0,0,0,0,0,0,98021.5758671565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3971187.6,528906.160476349,0,235428.78323421,0,32.4670432146707,0,0,96934.6677009029,0,0,0,2941453.19432994,64789.4046974501,5621.3040848152,0,0,0,0,0,0,0,98021.5758671565,0,0,0,3971187.55743404,0,3971187.6,100
"100","Kenya","Kirinyaga","Ndia",531202.588291201,1706.82523698936,493535.534438734,113053.952145252,30.9209932635204,19780.3425462251,0,160545.392645729,0,0,0,3640984.57830355,122856.277780719,0,1977.29611845114,0,278.297943818571,0,0,0,0,222145.038545593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1572918.01876381,4901.62066910623,1201808.40171254,169580.921590348,69.5722406024049,7511.31177934155,0,324309.769442811,0,0,0,2518486.47976476,10200415.9671274,46626.5072182015,13887.0881661913,3661.07848448479,1286.90921414383,0,0,0,0,128784.762494551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21502345.5,2104120.60705501,6608.44590609559,1695343.93615127,282634.8737356,100.493233865925,27291.6543255667,0,484855.16208854,0,0,0,6159471.05806831,10323272.2449081,46626.5072182015,15864.3842846424,3661.07848448479,1565.2071579624,0,0,0,0,350929.801040143,0,5308097.04498952,0,16194248.4086683,0,21502345.5,100
"101","Kenya","Kisii","Bobasi",5953012.45096859,59229.1765534991,18169.9107965642,0,1283.55770982576,0,0,0,0,484180.34009015,0,530481.28967228,0,0,0,0,8377.58002150487,119661.220914851,0,0,0,347664.303499752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7522059.8,5953012.45096859,59229.1765534991,18169.9107965642,0,1283.55770982576,0,0,0,0,484180.34009015,0,530481.28967228,0,0,0,0,8377.58002150487,119661.220914851,0,0,0,347664.303499752,0,7522059.83022702,0,0,0,7522059.8,100
"102","Kenya","Kisii","Bomachoge Borabu",1647360.02022094,13009.1344292724,10341.9649982732,0,0,0,0,0,0,100433.624824917,0,77090.4480211768,0,0,0,0,0,29181.8270703252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1877417,1647360.02022094,13009.1344292724,10341.9649982732,0,0,0,0,0,0,100433.624824917,0,77090.4480211768,0,0,0,0,0,29181.8270703252,0,0,0,0,0,1877417.0195649,0,0,0,1877417,100
"103","Kenya","Kisii","Bomachoge Chache",3226039.77954256,129803.678364626,0,0,5233.51828840187,0,0,0,0,227460.024504249,0,302752.768960599,0,545632.294496681,4770.66541271176,0,21728.8906086179,54325.7448122787,1532382.09474758,249.565705009721,0,197026.719304209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6247405.7,3226039.77954256,129803.678364626,0,0,5233.51828840187,0,0,0,0,227460.024504249,0,302752.768960599,0,545632.294496681,4770.66541271176,0,21728.8906086179,54325.7448122787,1532382.09474758,249.565705009721,0,197026.719304209,0,6247405.74474753,0,0,0,6247405.7,100
"104","Kenya","Kisii","Bonchari",1193031.59235374,66339.2587556832,0,0,4478.55233472838,0,0,0,0,140969.831445811,0,386625.518269655,0,493918.807750056,4704.41216958589,0,34076.9303140998,16380.4979561456,678235.676834232,3793.51362555844,0,273964.768534053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3296519.4,1193031.59235374,66339.2587556832,0,0,4478.55233472838,0,0,0,0,140969.831445811,0,386625.518269655,0,493918.807750056,4704.41216958589,0,34076.9303140998,16380.4979561456,678235.676834232,3793.51362555844,0,273964.768534053,0,3296519.36034335,0,0,0,3296519.4,100
"105","Kenya","Kisii","Kitutu Chache North",1516230.97919041,21038.7298840591,0,0,1799.06425997168,0,0,0,0,136429.007162476,0,412963.495526185,0,0,0,0,10437.1831432729,22616.37193173,83870.2760621056,0,0,462793.971347995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1344919.95141086,88021.695263442,0,0,4911.46446920318,0,0,0,0,169930.020574957,0,383942.624226392,0,241662.586096553,816.980585175779,0,29816.7650860287,41082.9951870141,303686.504783725,23133.0681019261,0,233747.857432043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5533851.6,2861150.93060127,109060.425147501,0,0,6710.52872917486,0,0,0,0,306359.027737432,0,796906.119752577,0,241662.586096553,816.980585175779,0,40253.9482293016,63699.3671187441,387556.78084583,23133.0681019261,0,696541.828780037,0,2668179.07850821,0,2865672.51321732,0,5533851.6,100
"106","Kenya","Kisii","Kitutu Chache South",5390791.32111372,303314.913508263,0,0,11291.4392501583,0,0,0,0,462122.422398839,0,1274920.4419795,0,1384455.3512109,12387.5493839404,0,62015.0577993258,160561.227489175,1107135.43955097,67430.7380753299,0,1360403.98969161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1344919.95141086,88021.695263442,0,0,4911.46446920318,0,0,0,0,169930.020574957,0,383942.624226392,0,241662.586096553,816.980585175779,0,29816.7650860287,41082.9951870141,303686.504783725,23133.0681019261,0,233747.857432043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14462502.4,6735711.27252458,391336.608771705,0,0,16202.9037193615,0,0,0,0,632052.442973796,0,1658863.0662059,0,1626117.93730746,13204.5299691162,0,91831.8228853545,201644.222676189,1410821.9443347,90563.806177256,0,1594151.84712366,0,11596829.8914517,0,2865672.51321732,0,14462502.4,100
"107","Kenya","Kisii","Nyaribari Chache",2616077.50217427,36285.2923752548,0,0,4188.29357798061,0,0,0,0,237454.338230634,0,644045.336294,0,75089.8728567201,0,0,14105.7560134614,41144.750591071,99168.9084847513,0,0,904107.597425837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4671667.6,2616077.50217427,36285.2923752548,0,0,4188.29357798061,0,0,0,0,237454.338230634,0,644045.336294,0,75089.8728567201,0,0,14105.7560134614,41144.750591071,99168.9084847513,0,0,904107.597425837,0,4671667.64802398,0,0,0,4671667.6,100
"108","Kenya","Kisii","Nyaribari Masaba",1734025.38590877,23970.8154394052,0,0,0,0,0,0,0,66041.9305262534,0,517152.003603436,0,0,0,0,0,19031.4064150171,0,0,0,216724.718511141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2576946.3,1734025.38590877,23970.8154394052,0,0,0,0,0,0,0,66041.9305262534,0,517152.003603436,0,0,0,0,0,19031.4064150171,0,0,0,216724.718511141,0,2576946.26040402,0,0,0,2576946.3,100
"109","Kenya","Kisii","South Mugirango",1674909.86721132,43081.2709791702,0,0,1968.27574976836,0,0,0,0,114250.561264078,0,71324.2091307591,0,176534.84176761,1217.70291251774,0,3271.80701252811,34432.6203070469,944439.74187662,32.0917026038324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3065463,1674909.86721132,43081.2709791702,0,0,1968.27574976836,0,0,0,0,114250.561264078,0,71324.2091307591,0,176534.84176761,1217.70291251774,0,3271.80701252811,34432.6203070469,944439.74187662,32.0917026038324,0,0,0,3065462.98991402,0,0,0,3065463,100
"128","Kenya","Kwale","Msambweni",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363402.689347025,115701.535461763,8797.05909440748,0,0,0,0,0,0,454.1546665557,0,0,116080.745607504,640198.071354358,28222.5288447831,133.04094929892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1272989.8,363402.689347025,115701.535461763,8797.05909440748,0,0,0,0,0,0,454.1546665557,0,0,116080.745607504,640198.071354358,28222.5288447831,133.04094929892,0,0,0,0,0,0,0,0,0,1272989.8253257,0,1272989.8,100
